RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31,2024-11-30,2024-12-31,2025-01-31,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31,2025-09-30,2025-10-31,2025-11-30,2025-12-31,2026-01-31,2026-02-28,2026-03-31,2026-04-30,2026-05-31,2026-06-30,2026-07-31,2026-08-31
2528,164,Sarasota County,county,FL,FL,"North Port-Sarasota-Bradenton, FL",12,115,1270.4994992415657,1276.2109866402332,1262.7544106524467,1252.5249076844727,1254.8349069020585,1254.921530658546,1263.5591941665896,1270.2116351864704,1281.8799635307955,1307.9691818790754,1320.9640890250903,1324.446307548866,1312.440205357668,1326.585775229437,1331.7562822186396,1328.2589479012345,1306.3300325567886,1306.8819110380002,1313.9297864105304,1320.9424811628985,1324.4818115387343,1333.983311111442,1346.166180182028,1363.0787145082356,1361.7385724107164,1365.123512967301,1371.5202698014575,1387.36446088577,1377.6764886739468,1369.822212060339,1362.8226758010237,1374.6382213898028,1383.084169957973,1409.6005490573457,1417.7844404154748,1436.1703991494246,1435.3776037451194,1441.510269453331,1432.6679954385208,1404.9502446692502,1398.3653203268502,1397.7987614088397,1420.0376450183371,1432.8684807334787,1441.8343959010024,1445.1830977461536,1459.0697466402246,1467.6535287944832,1476.5032488884633,1474.6822583989942,1473.890317167906,1465.150980023761,1457.2060492142905,1454.149744959832,1458.9480324442454,1470.94134693847,1481.9582533138828,1496.7847766151262,1517.1722018531966,1532.704883418104,1536.10020603338,1526.3358069701485,1509.4372560737654,1497.087393010284,1483.44773224835,1481.4989823756348,1494.1398748633028,1505.807115327555,1528.0813553989028,1561.0057669153105,1602.6289124947527,1625.7391742051022,1614.8560430117093,1614.4268271118142,1640.0173848043748,1668.7467418617582,1705.43506731417,1751.3826146696508,1823.173246742016,1890.178860275421,1944.1939978109797,1988.905240711841,2033.424052176522,2082.4743504181865,2112.38951477097,2107.6754915146207,2090.771963609513,2109.000145083776,2135.1912124602045,2162.9475732690594,2164.9825350944493,2162.140568865584,2177.800533147504,2204.8907703898526,2256.212812749553,2267.079934832222,2270.3750298246064,2253.2098883567737,2248.4475440124347,2236.7965304617496,2225.696168495862,2208.81017459237,2207.379096678436,2209.5994080150126,2227.504645180975,2238.194760844074,2237.474487653741,2231.630531029277,2226.641574482356,2229.7857541572325,2221.188185105367,2205.177858081889,2195.297493948459,2192.393442178452,2191.61508482887,2199.685487000084,2207.862110166667,2226.7444369154587,2241.2621855853968,2243.222462896784,2229.6764567504547,2222.66212727428,2216.7853334846063,2202.684972543234,2180.013486482464,2160.493276447224,2160.56221519595,2159.5094558347314,2161.080333021784,2171.547384145969,2176.1287154184106,2176.40588083533,2168.6298894222427,2145.860221367728,2140.3792367875944,2133.8342688283683,2139.025276520202,2136.652724837641,2133.7642476387973,2143.599426696988
